"","Site","Buffer_m","Year","Class","Pixels"
"11543","ILURB",10000,2016,"Dbl Crop WinWht/Corn",1
"11544","ILURB",10000,2016,"Pumpkins",10
"11545","ILURB",10000,2016,"Gourds",12
"11546","ILURB",10000,2017,"Corn",107450
"11547","ILURB",10000,2017,"Soybeans",90286
"11548","ILURB",10000,2017,"Spring Wheat",35
"11549","ILURB",10000,2017,"Winter Wheat",898
"11550","ILURB",10000,2017,"Dbl Crop WinWht/Soybeans",207
"11551","ILURB",10000,2017,"Rye",2
"11552","ILURB",10000,2017,"Oats",257
"11553","ILURB",10000,2017,"Alfalfa",1137
"11554","ILURB",10000,2017,"Other Hay/Non Alfalfa",868
"11555","ILURB",10000,2017,"Dry Beans",3
"11556","ILURB",10000,2017,"Potatoes",5
"11557","ILURB",10000,2017,"Peas",212
"11558","ILURB",10000,2017,"Clover/Wildflowers",3
"11559","ILURB",10000,2017,"Sod/Grass Seed",627
"11560","ILURB",10000,2017,"Switchgrass",63
"11561","ILURB",10000,2017,"Fallow/Idle Cropland",12
"11562","ILURB",10000,2017,"Barren",300
"11563","ILURB",10000,2017,"Open Water",793
"11564","ILURB",10000,2017,"Developed/Open Space",24088
"11565","ILURB",10000,2017,"Developed/Low Intensity",70939
"11566","ILURB",10000,2017,"Developed/Med Intensity",24263
"11567","ILURB",10000,2017,"Developed/High Intensity",9910
"11568","ILURB",10000,2017,"Deciduous Forest",4416
"11569","ILURB",10000,2017,"Grassland/Pasture",12189
"11570","ILURB",10000,2017,"Woody Wetlands",12
"11571","ILURB",10000,2017,"Herbaceous Wetlands",24
"11572","ILURB",10000,2017,"Pumpkins",30
"11573","ILURB",1000,2008,"Corn",136
"11574","ILURB",1000,2008,"Soybeans",208
"11575","ILURB",1000,2008,"Winter Wheat",14
"11576","ILURB",1000,2008,"Oats",1
"11577","ILURB",1000,2008,"Alfalfa",48
"11578","ILURB",1000,2008,"Other Hay/Non Alfalfa",1
"11579","ILURB",1000,2008,"Open Water",17
"11580","ILURB",1000,2008,"Developed/Open Space",907
"11581","ILURB",1000,2008,"Developed/Low Intensity",1361
"11582","ILURB",1000,2008,"Developed/Med Intensity",358
"11583","ILURB",1000,2008,"Developed/High Intensity",64
"11584","ILURB",1000,2008,"Barren",6
"11585","ILURB",1000,2008,"Deciduous Forest",1
"11586","ILURB",1000,2008,"Grassland/Pasture",363
"11587","ILURB",1000,2009,"Corn",256
"11588","ILURB",1000,2009,"Soybeans",164
"11589","ILURB",1000,2009,"Sweet Corn",3
"11590","ILURB",1000,2009,"Winter Wheat",8
"11591","ILURB",1000,2009,"Alfalfa",11
"11592","ILURB",1000,2009,"Herbs",1
"11593","ILURB",1000,2009,"Fallow/Idle Cropland",17
"11594","ILURB",1000,2009,"Open Water",9
"11595","ILURB",1000,2009,"Developed/Open Space",883
"11596","ILURB",1000,2009,"Developed/Low Intensity",1425
"11597","ILURB",1000,2009,"Developed/Med Intensity",321
"11598","ILURB",1000,2009,"Developed/High Intensity",67
"11599","ILURB",1000,2009,"Barren",4
"11600","ILURB",1000,2009,"Grassland/Pasture",316
"11601","ILURB",1000,2010,"Corn",312
"11602","ILURB",1000,2010,"Sorghum",1
"11603","ILURB",1000,2010,"Soybeans",86
"11604","ILURB",1000,2010,"Sunflower",1
"11605","ILURB",1000,2010,"Sweet Corn",1
"11606","ILURB",1000,2010,"Winter Wheat",16
"11607","ILURB",1000,2010,"Dbl Crop WinWht/Soybeans",2
"11608","ILURB",1000,2010,"Alfalfa",37
"11609","ILURB",1000,2010,"Barren",2
"11610","ILURB",1000,2010,"Open Water",15
"11611","ILURB",1000,2010,"Developed/Open Space",946
"11612","ILURB",1000,2010,"Developed/Low Intensity",1361
"11613","ILURB",1000,2010,"Developed/Med Intensity",338
"11614","ILURB",1000,2010,"Developed/High Intensity",62
"11615","ILURB",1000,2010,"Grassland/Pasture",305
"11616","ILURB",1000,2011,"Corn",362
"11617","ILURB",1000,2011,"Soybeans",109
"11618","ILURB",1000,2011,"Winter Wheat",7
"11619","ILURB",1000,2011,"Dbl Crop WinWht/Soybeans",38
"11620","ILURB",1000,2011,"Alfalfa",172
"11621","ILURB",1000,2011,"Other Hay/Non Alfalfa",48
"11622","ILURB",1000,2011,"Clover/Wildflowers",3
"11623","ILURB",1000,2011,"Sod/Grass Seed",4
"11624","ILURB",1000,2011,"Barren",6
"11625","ILURB",1000,2011,"Open Water",16
"11626","ILURB",1000,2011,"Developed/Open Space",943
"11627","ILURB",1000,2011,"Developed/Low Intensity",1345
"11628","ILURB",1000,2011,"Developed/Med Intensity",340
"11629","ILURB",1000,2011,"Developed/High Intensity",67
"11630","ILURB",1000,2011,"Deciduous Forest",2
"11631","ILURB",1000,2011,"Grassland/Pasture",23
"11632","ILURB",1000,2012,"Corn",202
"11633","ILURB",1000,2012,"Soybeans",150
"11634","ILURB",1000,2012,"Winter Wheat",12
"11635","ILURB",1000,2012,"Alfalfa",37
"11636","ILURB",1000,2012,"Other Hay/Non Alfalfa",4
"11637","ILURB",1000,2012,"Barren",16
"11638","ILURB",1000,2012,"Open Water",13
"11639","ILURB",1000,2012,"Developed/Open Space",930
"11640","ILURB",1000,2012,"Developed/Low Intensity",1408
"11641","ILURB",1000,2012,"Developed/Med Intensity",302
"11642","ILURB",1000,2012,"Developed/High Intensity",59
"11643","ILURB",1000,2012,"Grassland/Pasture",352
"11644","ILURB",1000,2013,"Background",250
"11645","ILURB",1000,2013,"Sorghum",117
"11646","ILURB",1000,2013,"Spring Wheat",22
"11647","ILURB",1000,2013,"Mustard",5
"11648","ILURB",1000,2013,"Alfalfa",1
"11649","ILURB",1000,2013,"Dry Beans",3
"11650","ILURB",1000,2013,"Switchgrass",1
"11651","ILURB",1000,2013,"Shrubland",9
"11652","ILURB",1000,2013,"Aquaculture",12
"11653","ILURB",1000,2013,"Perennial Ice/Snow",894
"11654","ILURB",1000,2013,"Developed/Open Space",1375
"11655","ILURB",1000,2013,"Developed/Low Intensity",357
"11656","ILURB",1000,2013,"Developed/Med Intensity",59
"11657","ILURB",1000,2013,"Developed/High Intensity",1
"11658","ILURB",1000,2013,"Mixed Forest",379
"11659","ILURB",1000,2014,"Background",229
"11660","ILURB",1000,2014,"Rice",2
"11661","ILURB",1000,2014,"Sorghum",156
"11662","ILURB",1000,2014,"Spring Wheat",20
"11663","ILURB",1000,2014,"Mustard",17
"11664","ILURB",1000,2014,"Alfalfa",12
"11665","ILURB",1000,2014,"Clover/Wildflowers",2
"11666","ILURB",1000,2014,"Switchgrass",1
"11667","ILURB",1000,2014,"Aquaculture",10
"11668","ILURB",1000,2014,"Perennial Ice/Snow",901
"11669","ILURB",1000,2014,"Developed/Open Space",1312
"11670","ILURB",1000,2014,"Developed/Low Intensity",406
"11671","ILURB",1000,2014,"Developed/Med Intensity",85
"11672","ILURB",1000,2014,"Developed/High Intensity",3
"11673","ILURB",1000,2014,"Mixed Forest",329
"11674","ILURB",1000,2015,"Background",240
"11675","ILURB",1000,2015,"Sorghum",130
"11676","ILURB",1000,2015,"Spring Wheat",50
"11677","ILURB",1000,2015,"Other Small Grains",6
"11678","ILURB",1000,2015,"Mustard",22
"11679","ILURB",1000,2015,"Alfalfa",10
"11680","ILURB",1000,2015,"Switchgrass",3
"11681","ILURB",1000,2015,"Shrubland",4
"11682","ILURB",1000,2015,"Aquaculture",9
"11683","ILURB",1000,2015,"Perennial Ice/Snow",960
"11684","ILURB",1000,2015,"Developed/Open Space",1284
"11685","ILURB",1000,2015,"Developed/Low Intensity",386
"11686","ILURB",1000,2015,"Developed/Med Intensity",81
"11687","ILURB",1000,2015,"Developed/High Intensity",4
"11688","ILURB",1000,2015,"Mixed Forest",296
"11689","ILURB",1000,2016,"Corn",267
"11690","ILURB",1000,2016,"Soybeans",144
"11691","ILURB",1000,2016,"Winter Wheat",19
"11692","ILURB",1000,2016,"Alfalfa",5
"11693","ILURB",1000,2016,"Other Hay/Non Alfalfa",29
"11694","ILURB",1000,2016,"Sod/Grass Seed",2
"11695","ILURB",1000,2016,"Fallow/Idle Cropland",3
"11696","ILURB",1000,2016,"Barren",2
"11697","ILURB",1000,2016,"Open Water",10
"11698","ILURB",1000,2016,"Developed/Open Space",899
"11699","ILURB",1000,2016,"Developed/Low Intensity",1330
"11700","ILURB",1000,2016,"Developed/Med Intensity",389
"11701","ILURB",1000,2016,"Developed/High Intensity",94
"11702","ILURB",1000,2016,"Deciduous Forest",3
"11703","ILURB",1000,2016,"Grassland/Pasture",289
"11704","ILURB",1000,2017,"Corn",262
"11705","ILURB",1000,2017,"Soybeans",93
"11706","ILURB",1000,2017,"Winter Wheat",77
"11707","ILURB",1000,2017,"Dbl Crop WinWht/Soybeans",8
"11708","ILURB",1000,2017,"Alfalfa",21
"11709","ILURB",1000,2017,"Other Hay/Non Alfalfa",19
"11710","ILURB",1000,2017,"Potatoes",2
"11711","ILURB",1000,2017,"Peas",6
"11712","ILURB",1000,2017,"Barren",4
"11713","ILURB",1000,2017,"Open Water",11
"11714","ILURB",1000,2017,"Developed/Open Space",864
"11715","ILURB",1000,2017,"Developed/Low Intensity",1336
"11716","ILURB",1000,2017,"Developed/Med Intensity",397
"11717","ILURB",1000,2017,"Developed/High Intensity",88
"11718","ILURB",1000,2017,"Deciduous Forest",1
"11719","ILURB",1000,2017,"Grassland/Pasture",296
"11720","ILURB",2000,2008,"Corn",732
"11721","ILURB",2000,2008,"Soybeans",923
"11722","ILURB",2000,2008,"Winter Wheat",50
"11723","ILURB",2000,2008,"Dbl Crop WinWht/Soybeans",4
"11724","ILURB",2000,2008,"Oats",1
"11725","ILURB",2000,2008,"Alfalfa",115
"11726","ILURB",2000,2008,"Other Hay/Non Alfalfa",6
"11727","ILURB",2000,2008,"Fallow/Idle Cropland",1
"11728","ILURB",2000,2008,"Open Water",44
"11729","ILURB",2000,2008,"Developed/Open Space",1885
"11730","ILURB",2000,2008,"Developed/Low Intensity",4700
"11731","ILURB",2000,2008,"Developed/Med Intensity",2435
"11732","ILURB",2000,2008,"Developed/High Intensity",717
"11733","ILURB",2000,2008,"Barren",6
"11734","ILURB",2000,2008,"Deciduous Forest",264
"11735","ILURB",2000,2008,"Grassland/Pasture",2075
"11736","ILURB",2000,2008,"Peppers",1
"11737","ILURB",2000,2009,"Corn",759
"11738","ILURB",2000,2009,"Soybeans",919
"11739","ILURB",2000,2009,"Sweet Corn",3
"11740","ILURB",2000,2009,"Winter Wheat",42
"11741","ILURB",2000,2009,"Dbl Crop WinWht/Soybeans",1
"11742","ILURB",2000,2009,"Oats",4
"11743","ILURB",2000,2009,"Alfalfa",56
"11744","ILURB",2000,2009,"Herbs",1
"11745","ILURB",2000,2009,"Fallow/Idle Cropland",24
"11746","ILURB",2000,2009,"Open Water",32
"11747","ILURB",2000,2009,"Developed/Open Space",1847
"11748","ILURB",2000,2009,"Developed/Low Intensity",4844
"11749","ILURB",2000,2009,"Developed/Med Intensity",2301
"11750","ILURB",2000,2009,"Developed/High Intensity",761
"11751","ILURB",2000,2009,"Barren",4
"11752","ILURB",2000,2009,"Deciduous Forest",245
"11753","ILURB",2000,2009,"Grassland/Pasture",2100
"11754","ILURB",2000,2009,"Woody Wetlands",16
"11755","ILURB",2000,2010,"Corn",736
"11756","ILURB",2000,2010,"Sorghum",2
"11757","ILURB",2000,2010,"Soybeans",760
"11758","ILURB",2000,2010,"Sunflower",1
"11759","ILURB",2000,2010,"Sweet Corn",1
"11760","ILURB",2000,2010,"Winter Wheat",34
"11761","ILURB",2000,2010,"Dbl Crop WinWht/Soybeans",3
"11762","ILURB",2000,2010,"Alfalfa",270
"11763","ILURB",2000,2010,"Other Hay/Non Alfalfa",13
"11764","ILURB",2000,2010,"Potatoes",1
"11765","ILURB",2000,2010,"Other Crops",6
"11766","ILURB",2000,2010,"Barren",4
"11767","ILURB",2000,2010,"Open Water",41
"11768","ILURB",2000,2010,"Developed/Open Space",1875
"11769","ILURB",2000,2010,"Developed/Low Intensity",4700
"11770","ILURB",2000,2010,"Developed/Med Intensity",2350
"11771","ILURB",2000,2010,"Developed/High Intensity",728
"11772","ILURB",2000,2010,"Deciduous Forest",268
"11773","ILURB",2000,2010,"Grassland/Pasture",2163
"11774","ILURB",2000,2010,"Woody Wetlands",2
"11775","ILURB",2000,2010,"Dbl Crop Corn/Soybeans",1
"11776","ILURB",2000,2011,"Corn",1131
"11777","ILURB",2000,2011,"Soybeans",783
"11778","ILURB",2000,2011,"Winter Wheat",12
"11779","ILURB",2000,2011,"Dbl Crop WinWht/Soybeans",143
"11780","ILURB",2000,2011,"Alfalfa",1078
"11781","ILURB",2000,2011,"Other Hay/Non Alfalfa",405
"11782","ILURB",2000,2011,"Clover/Wildflowers",14
"11783","ILURB",2000,2011,"Sod/Grass Seed",4
"11784","ILURB",2000,2011,"Fallow/Idle Cropland",1
"11785","ILURB",2000,2011,"Barren",13
"11786","ILURB",2000,2011,"Open Water",104
"11787","ILURB",2000,2011,"Developed/Open Space",1971
"11788","ILURB",2000,2011,"Developed/Low Intensity",4704
"11789","ILURB",2000,2011,"Developed/Med Intensity",2372
"11790","ILURB",2000,2011,"Developed/High Intensity",715
"11791","ILURB",2000,2011,"Deciduous Forest",258
"11792","ILURB",2000,2011,"Evergreen Forest",3
"11793","ILURB",2000,2011,"Grassland/Pasture",242
"11794","ILURB",2000,2011,"Woody Wetlands",5
"11795","ILURB",2000,2011,"Herbaceous Wetlands",1
"11796","ILURB",2000,2012,"Corn",688
"11797","ILURB",2000,2012,"Soybeans",650
"11798","ILURB",2000,2012,"Winter Wheat",20
"11799","ILURB",2000,2012,"Alfalfa",120
"11800","ILURB",2000,2012,"Other Hay/Non Alfalfa",25
"11801","ILURB",2000,2012,"Barren",17
"11802","ILURB",2000,2012,"Open Water",54
"11803","ILURB",2000,2012,"Developed/Open Space",1948
"11804","ILURB",2000,2012,"Developed/Low Intensity",4799
"11805","ILURB",2000,2012,"Developed/Med Intensity",2281
"11806","ILURB",2000,2012,"Developed/High Intensity",719
"11807","ILURB",2000,2012,"Deciduous Forest",258
"11808","ILURB",2000,2012,"Grassland/Pasture",2380
"11809","ILURB",2000,2013,"Background",889
"11810","ILURB",2000,2013,"Sorghum",551
"11811","ILURB",2000,2013,"Spring Wheat",27
"11812","ILURB",2000,2013,"Mustard",116
"11813","ILURB",2000,2013,"Alfalfa",36
"11814","ILURB",2000,2013,"Dry Beans",12
"11815","ILURB",2000,2013,"Herbs",2
"11816","ILURB",2000,2013,"Switchgrass",2
"11817","ILURB",2000,2013,"Shrubland",14
"11818","ILURB",2000,2013,"Aquaculture",37
"11819","ILURB",2000,2013,"Perennial Ice/Snow",1910
"11820","ILURB",2000,2013,"Developed/Open Space",4789
"11821","ILURB",2000,2013,"Developed/Low Intensity",2354
"11822","ILURB",2000,2013,"Developed/Med Intensity",686
"11823","ILURB",2000,2013,"Developed/High Intensity",260
"11824","ILURB",2000,2013,"Mixed Forest",2272
"11825","ILURB",2000,2013,"Grassland/Pasture",2
"11826","ILURB",2000,2014,"Background",820
"11827","ILURB",2000,2014,"Rice",2
"11828","ILURB",2000,2014,"Sorghum",787
"11829","ILURB",2000,2014,"Spring Wheat",23
"11830","ILURB",2000,2014,"Rye",2
"11831","ILURB",2000,2014,"Mustard",75
"11832","ILURB",2000,2014,"Alfalfa",56
"11833","ILURB",2000,2014,"Clover/Wildflowers",2
"11834","ILURB",2000,2014,"Switchgrass",1
"11835","ILURB",2000,2014,"Aquaculture",33
"11836","ILURB",2000,2014,"Perennial Ice/Snow",1908
"11837","ILURB",2000,2014,"Developed/Open Space",4598
"11838","ILURB",2000,2014,"Developed/Low Intensity",2519
"11839","ILURB",2000,2014,"Developed/Med Intensity",813
"11840","ILURB",2000,2014,"Developed/High Intensity",254
"11841","ILURB",2000,2014,"Mixed Forest",2053
"11842","ILURB",2000,2014,"Grassland/Pasture",13
"11843","ILURB",2000,2015,"Background",964
"11844","ILURB",2000,2015,"Sorghum",630
"11845","ILURB",2000,2015,"Spring Wheat",108
"11846","ILURB",2000,2015,"Other Small Grains",7
"11847","ILURB",2000,2015,"Mustard",128
"11848","ILURB",2000,2015,"Alfalfa",43
"11849","ILURB",2000,2015,"Herbs",1
"11850","ILURB",2000,2015,"Switchgrass",5
"11851","ILURB",2000,2015,"Forest",1
"11852","ILURB",2000,2015,"Shrubland",4
"11853","ILURB",2000,2015,"Aquaculture",35
"11854","ILURB",2000,2015,"Perennial Ice/Snow",1996
"11855","ILURB",2000,2015,"Developed/Open Space",4586
"11856","ILURB",2000,2015,"Developed/Low Intensity",2430
"11857","ILURB",2000,2015,"Developed/Med Intensity",839
"11858","ILURB",2000,2015,"Developed/High Intensity",259
"11859","ILURB",2000,2015,"Mixed Forest",1905
"11860","ILURB",2000,2015,"Grassland/Pasture",12
"11861","ILURB",2000,2015,"Woody Wetlands",6
"11862","ILURB",2000,2016,"Corn",852
"11863","ILURB",2000,2016,"Soybeans",722
"11864","ILURB",2000,2016,"Winter Wheat",46
"11865","ILURB",2000,2016,"Alfalfa",182
"11866","ILURB",2000,2016,"Other Hay/Non Alfalfa",78
"11867","ILURB",2000,2016,"Sod/Grass Seed",4
"11868","ILURB",2000,2016,"Fallow/Idle Cropland",4
"11869","ILURB",2000,2016,"Barren",3
"11870","ILURB",2000,2016,"Open Water",37
"11871","ILURB",2000,2016,"Developed/Open Space",1917
"11872","ILURB",2000,2016,"Developed/Low Intensity",4596
"11873","ILURB",2000,2016,"Developed/Med Intensity",2493
"11874","ILURB",2000,2016,"Developed/High Intensity",845
"11875","ILURB",2000,2016,"Deciduous Forest",284
"11876","ILURB",2000,2016,"Grassland/Pasture",1893
"11877","ILURB",2000,2016,"Herbaceous Wetlands",3
"11878","ILURB",2000,2017,"Corn",978
"11879","ILURB",2000,2017,"Soybeans",383
"11880","ILURB",2000,2017,"Spring Wheat",6
"11881","ILURB",2000,2017,"Winter Wheat",153
"11882","ILURB",2000,2017,"Dbl Crop WinWht/Soybeans",17
"11883","ILURB",2000,2017,"Oats",57
"11884","ILURB",2000,2017,"Alfalfa",189
"11885","ILURB",2000,2017,"Other Hay/Non Alfalfa",101
"11886","ILURB",2000,2017,"Potatoes",2
"11887","ILURB",2000,2017,"Peas",12
"11888","ILURB",2000,2017,"Sod/Grass Seed",124
"11889","ILURB",2000,2017,"Fallow/Idle Cropland",1
"11890","ILURB",2000,2017,"Barren",6
"11891","ILURB",2000,2017,"Open Water",35
"11892","ILURB",2000,2017,"Developed/Open Space",1842
"11893","ILURB",2000,2017,"Developed/Low Intensity",4661
"11894","ILURB",2000,2017,"Developed/Med Intensity",2453
"11895","ILURB",2000,2017,"Developed/High Intensity",852
"11896","ILURB",2000,2017,"Deciduous Forest",271
"11897","ILURB",2000,2017,"Grassland/Pasture",1814
"11898","ILURB",2000,2017,"Woody Wetlands",2
"11899","ILURB",5000,2008,"Corn",9040
"11900","ILURB",5000,2008,"Sorghum",2
"11901","ILURB",5000,2008,"Soybeans",11576
"11902","ILURB",5000,2008,"Sweet Corn",2
"11903","ILURB",5000,2008,"Winter Wheat",760
"11904","ILURB",5000,2008,"Dbl Crop WinWht/Soybeans",21
"11905","ILURB",5000,2008,"Oats",92
"11906","ILURB",5000,2008,"Alfalfa",316
"11907","ILURB",5000,2008,"Other Hay/Non Alfalfa",23
"11908","ILURB",5000,2008,"Dry Beans",1
"11909","ILURB",5000,2008,"Clover/Wildflowers",1
"11910","ILURB",5000,2008,"Fallow/Idle Cropland",29
"11911","ILURB",5000,2008,"Open Water",159
"11912","ILURB",5000,2008,"Developed/Open Space",8107
"11913","ILURB",5000,2008,"Developed/Low Intensity",36067
"11914","ILURB",5000,2008,"Developed/Med Intensity",11428
"11915","ILURB",5000,2008,"Developed/High Intensity",3514
"11916","ILURB",5000,2008,"Barren",214
"11917","ILURB",5000,2008,"Deciduous Forest",787
"11918","ILURB",5000,2008,"Grassland/Pasture",5100
"11919","ILURB",5000,2008,"Peppers",1
"11920","ILURB",5000,2008,"Pumpkins",5
"11921","ILURB",5000,2009,"Corn",12857
"11922","ILURB",5000,2009,"Soybeans",8567
"11923","ILURB",5000,2009,"Sweet Corn",8
"11924","ILURB",5000,2009,"Winter Wheat",245
"11925","ILURB",5000,2009,"Dbl Crop WinWht/Soybeans",4
"11926","ILURB",5000,2009,"Oats",5
"11927","ILURB",5000,2009,"Alfalfa",453
"11928","ILURB",5000,2009,"Other Hay/Non Alfalfa",14
"11929","ILURB",5000,2009,"Potatoes",1
"11930","ILURB",5000,2009,"Tomatoes",5
"11931","ILURB",5000,2009,"Herbs",1
"11932","ILURB",5000,2009,"Sod/Grass Seed",2
"11933","ILURB",5000,2009,"Switchgrass",54
"11934","ILURB",5000,2009,"Fallow/Idle Cropland",157
"11935","ILURB",5000,2009,"Open Water",180
"11936","ILURB",5000,2009,"Developed/Open Space",8055
"11937","ILURB",5000,2009,"Developed/Low Intensity",36738
"11938","ILURB",5000,2009,"Developed/Med Intensity",10773
"11939","ILURB",5000,2009,"Developed/High Intensity",3609
"11940","ILURB",5000,2009,"Barren",159
"11941","ILURB",5000,2009,"Deciduous Forest",768
"11942","ILURB",5000,2009,"Evergreen Forest",1
"11943","ILURB",5000,2009,"Grassland/Pasture",4519
"11944","ILURB",5000,2009,"Woody Wetlands",16
"11945","ILURB",5000,2009,"Pumpkins",2
"11946","ILURB",5000,2009,"Dbl Crop Soybeans/Oats",52
"11947","ILURB",5000,2010,"Corn",10161
"11948","ILURB",5000,2010,"Sorghum",2
"11949","ILURB",5000,2010,"Soybeans",11039
"11950","ILURB",5000,2010,"Sunflower",1
"11951","ILURB",5000,2010,"Sweet Corn",3
"11952","ILURB",5000,2010,"Pop or Orn Corn",1
"11953","ILURB",5000,2010,"Winter Wheat",169
"11954","ILURB",5000,2010,"Dbl Crop WinWht/Soybeans",3
"11955","ILURB",5000,2010,"Oats",1
"11956","ILURB",5000,2010,"Alfalfa",653
"11957","ILURB",5000,2010,"Other Hay/Non Alfalfa",51
"11958","ILURB",5000,2010,"Potatoes",2
"11959","ILURB",5000,2010,"Other Crops",14
"11960","ILURB",5000,2010,"Clover/Wildflowers",2
"11961","ILURB",5000,2010,"Sod/Grass Seed",1
"11962","ILURB",5000,2010,"Fallow/Idle Cropland",2
"11963","ILURB",5000,2010,"Shrubland",2
"11964","ILURB",5000,2010,"Barren",60
"11965","ILURB",5000,2010,"Open Water",235
"11966","ILURB",5000,2010,"Developed/Open Space",8769
"11967","ILURB",5000,2010,"Developed/Low Intensity",35977
"11968","ILURB",5000,2010,"Developed/Med Intensity",10711
"11969","ILURB",5000,2010,"Developed/High Intensity",3500
"11970","ILURB",5000,2010,"Deciduous Forest",827
"11971","ILURB",5000,2010,"Grassland/Pasture",5050
"11972","ILURB",5000,2010,"Woody Wetlands",7
"11973","ILURB",5000,2010,"Dbl Crop Corn/Soybeans",2
"11974","ILURB",5000,2011,"Corn",14294
"11975","ILURB",5000,2011,"Soybeans",7915
"11976","ILURB",5000,2011,"Winter Wheat",132
"11977","ILURB",5000,2011,"Dbl Crop WinWht/Soybeans",195
"11978","ILURB",5000,2011,"Alfalfa",2069
"11979","ILURB",5000,2011,"Other Hay/Non Alfalfa",869
"11980","ILURB",5000,2011,"Clover/Wildflowers",18
"11981","ILURB",5000,2011,"Sod/Grass Seed",12
"11982","ILURB",5000,2011,"Fallow/Idle Cropland",8
"11983","ILURB",5000,2011,"Barren",136
"11984","ILURB",5000,2011,"Open Water",347
"11985","ILURB",5000,2011,"Developed/Open Space",8647
"11986","ILURB",5000,2011,"Developed/Low Intensity",36170
"11987","ILURB",5000,2011,"Developed/Med Intensity",10999
"11988","ILURB",5000,2011,"Developed/High Intensity",3466
"11989","ILURB",5000,2011,"Deciduous Forest",761
"11990","ILURB",5000,2011,"Evergreen Forest",3
"11991","ILURB",5000,2011,"Grassland/Pasture",1178
"11992","ILURB",5000,2011,"Woody Wetlands",21
"11993","ILURB",5000,2011,"Herbaceous Wetlands",4
"11994","ILURB",5000,2011,"Dbl Crop Corn/Soybeans",1
"11995","ILURB",5000,2012,"Corn",9914
"11996","ILURB",5000,2012,"Soybeans",9949
"11997","ILURB",5000,2012,"Winter Wheat",32
"11998","ILURB",5000,2012,"Dbl Crop WinWht/Soybeans",8
"11999","ILURB",5000,2012,"Oats",15
"12000","ILURB",5000,2012,"Alfalfa",670
"12001","ILURB",5000,2012,"Other Hay/Non Alfalfa",94
"12002","ILURB",5000,2012,"Barren",129
"12003","ILURB",5000,2012,"Open Water",226
"12004","ILURB",5000,2012,"Developed/Open Space",8675
"12005","ILURB",5000,2012,"Developed/Low Intensity",36225
"12006","ILURB",5000,2012,"Developed/Med Intensity",10864
"12007","ILURB",5000,2012,"Developed/High Intensity",3494
"12008","ILURB",5000,2012,"Deciduous Forest",783
"12009","ILURB",5000,2012,"Grassland/Pasture",6167
"12010","ILURB",5000,2013,"Background",14678
"12011","ILURB",5000,2013,"Rice",5
"12012","ILURB",5000,2013,"Sorghum",5860
"12013","ILURB",5000,2013,"Spring Wheat",116
"12014","ILURB",5000,2013,"Other Small Grains",14
"12015","ILURB",5000,2013,"Rye",53
"12016","ILURB",5000,2013,"Mustard",633
"12017","ILURB",5000,2013,"Alfalfa",100
"12018","ILURB",5000,2013,"Dry Beans",22
"12019","ILURB",5000,2013,"Herbs",7
"12020","ILURB",5000,2013,"Switchgrass",11
"12021","ILURB",5000,2013,"Forest",5
"12022","ILURB",5000,2013,"Shrubland",166
"12023","ILURB",5000,2013,"Aquaculture",195
"12024","ILURB",5000,2013,"Perennial Ice/Snow",8465
"12025","ILURB",5000,2013,"Developed/Open Space",36624
"12026","ILURB",5000,2013,"Developed/Low Intensity",10621
"12027","ILURB",5000,2013,"Developed/Med Intensity",3459
"12028","ILURB",5000,2013,"Developed/High Intensity",786
"12029","ILURB",5000,2013,"Mixed Forest",5420
"12030","ILURB",5000,2013,"Grassland/Pasture",5
"12031","ILURB",5000,2014,"Background",9554
"12032","ILURB",5000,2014,"Rice",2
"12033","ILURB",5000,2014,"Sorghum",11484
"12034","ILURB",5000,2014,"Spring Wheat",58
"12035","ILURB",5000,2014,"Rye",5
"12036","ILURB",5000,2014,"Mustard",679
"12037","ILURB",5000,2014,"Alfalfa",103
"12038","ILURB",5000,2014,"Clover/Wildflowers",4
"12039","ILURB",5000,2014,"Switchgrass",5
"12040","ILURB",5000,2014,"Shrubland",71
"12041","ILURB",5000,2014,"Aquaculture",82
"12042","ILURB",5000,2014,"Perennial Ice/Snow",8104
"12043","ILURB",5000,2014,"Developed/Open Space",35784
"12044","ILURB",5000,2014,"Developed/Low Intensity",12107
"12045","ILURB",5000,2014,"Developed/Med Intensity",3875
"12046","ILURB",5000,2014,"Developed/High Intensity",806
"12047","ILURB",5000,2014,"Mixed Forest",4507
"12048","ILURB",5000,2014,"Grassland/Pasture",14
"12049","ILURB",5000,2014,"Dbl Crop Corn/Soybeans",1
"12050","ILURB",5000,2015,"Background",15046
"12051","ILURB",5000,2015,"Rice",16
"12052","ILURB",5000,2015,"Sorghum",6018
"12053","ILURB",5000,2015,"Spring Wheat",232
"12054","ILURB",5000,2015,"Other Small Grains",14
"12055","ILURB",5000,2015,"Mustard",829
"12056","ILURB",5000,2015,"Alfalfa",201
"12057","ILURB",5000,2015,"Herbs",3
"12058","ILURB",5000,2015,"Switchgrass",102
"12059","ILURB",5000,2015,"Forest",4
"12060","ILURB",5000,2015,"Shrubland",139
"12061","ILURB",5000,2015,"Aquaculture",107
"12062","ILURB",5000,2015,"Perennial Ice/Snow",8323
"12063","ILURB",5000,2015,"Developed/Open Space",35950
"12064","ILURB",5000,2015,"Developed/Low Intensity",11533
"12065","ILURB",5000,2015,"Developed/Med Intensity",3994
